Text,Label
Ellam ok but theatre release panna viduvangala... Ithulayum politics pannuvanga.. trailer ke pala Peru you tube la video poda arambichutanga ....,Positive
thirunelveli thala veriyarkal oru like podunga,Positive
mokkai trailer next billa 2 movie,Positive
Thala girl fans iku romba piducha padam aa amaiya valthugal,Positive
தீரன் சின்னமலை கவுண்டர் பேரவை சார்பாக வரவேற்கிறோம் ..    வாழ்த்துக்கள்,Positive
3 Days Ago...Trending No 1 ... KAAPPAAN ... Nadippin Naayagan SURIYA ...Vera Level Teaser.,Positive
Semma trailer rajini fans oru like potuga,Positive
Super  Love u Mani sir  Expecting a lot Vera level expectation,Positive
Marana mana trailer  marana waiting NGK,Positive
Thiruvanamalai yadhavar sarpaga movie hit aaga my best wishes,Positive
Wow comment padhne walo aa jao,Negative
Verithanam ah irukku waiting fdfs thatra like ah,Positive
marana massss thalapathy theriiiiiiiiiiiiiiiiiii sama masss engal anna vijay super star... by. un anbu thambi sheik......,Positive
"Nalla irukku bro, padam vetri Pera vazhukkal",Positive
Thalapathy fans sarbaaga padam vetri pera vazhthukal nanba,Negative
vasool mannan  dwaaa va va bairavaa,Positive
Movie Pathudu Inga vanthavanga like panuga,unknown_state
Vj.. Nadaka vda matan seenu Thala.. Nadaka koodathu gethu,Positive
இந்த முன்னோட்டத்தை பார்த்துட்டு இனிமேல் நிறைய பேரு முக்கி முக்கி பேச போறானுங்க ....... தோ  நிச்சயம் ஒரு தாக்கத்தை ஏற்படுத்துவால்....,Positive
அந்தர் மாஸ்   Semmmmma     படம் வெற்றி அடைய வாழ்த்துக்கள் நண்பா,Positive
"NadippinNayaganSuriya Anna dhan🤗Ennaikkume Gethu , Mass #KaapanTeaser Verithanam Overloaded",Positive
Telugu pawan kalyan Fan wish to,Positive
ena mena teka ajith ena baika,Positive
erikka  erikka  elunthu varannnn,Positive
"Marana mass waiting thalaivaa ...  pakka dialogue, semma trailer...",Positive
இது போன்ற படங்களை குடும்பத்துடன் திரையரங்கில் பார்த்து படக்குழுவுக்கு ஆதரவு தெரிவிப்போம்,Positive
ரஜினி வாராத போதுளாம் சும்மா இருந்துட்டு வர நேரத்தில இப்படி கிழிச்சு தொங்கவிடுறீங்க. பாவம் வரகூடாத நேரத்தில சரியா வர்றார்,Mixed_feelings
Ellarum attendence podalam how many members eppo trailer pathutu irukenga Hit like ...,Positive
Rangaraj Banda irukaru apa rendu periya thalaigalum mothuna epadi irukum,Mixed_feelings
I am thala fan da soodhaaa rajini mass mass doopa hair rs/6000,Positive
Ovorthanukum ovonuthu Mela paythiyam selva raghavan sir ku cinema Mela paythiyam........ Vera level sir neenga........,Positive
2.O is awesome trailer Vera leval,Positive
thala sema getha eruku mass unga rasigaiya eruka yenaku romba happy ah eruku i like very much thala,Positive
wt mn...surya paya comedy pannikittu irukkaru...summa onai illa sori nai illanu,Negative
"Intha comment paakura yarachum enaku explain pannunga.. Yen ellarum avangaloda jaathi peru solli vaalthu solranga? And intha padam jaathi sambanthapatta padama? Na trailer three times pathen. But ivanga comment pannirukurathukum intha trailer kum ena ottrumai nu en arivuku puriya matenguthu. Konjam please yarachum explain pannunga.. Yarum thavara eduthuka venam. Enaku concept puriyala athan keten.  Ippadiku Priyamudan, Ungal sagothari",Mixed_feelings
Ranjith sunnia vetti ooda vittuvom .. aprom ooka poolu ilama poidum,Negative
Thalai awesome... Vera level... Vaa thalaivaaaaaaaa,Positive
Petta  Thara Local & Vera Level   Anirudh BGM MaranaMass,Positive
Thaliva SK 1m views and 100k views🤩,Mixed_feelings
Dislike pottavanga mela sema gandula iruken  mavane kollama vida maten..,Positive
Hy enna pa ithu Arya ku pair saayesha na apa Surya ku pair illaya🤔,Negative
Visvasam trailer pathatu vanthavanga one like podunga..,Positive
Paaa vera level mass thala vera level la irukare paa I'm weiting 🤭🤭,Positive
Super star Rajinikanth fans ikkada oka like vesukondi all movies break in 2.O movie pakka,Negative
Vetri para thalapathy rasigarkal sarbaga valthukal,Positive
Pakistan ku la ponaru namba Surya abinandhan kadha mari iruku,unknown_state
Climax dialog vera level ellam fans kum porunthum,Positive
Ngk trailer Semma massss Suriya love uuuuuuuu,Positive
e ettan endhaaa egannaaaaa????? oru mattavaum elllaaaa....... bro plzzzz .....,Positive
Jayalalitha evlo peria aalu . Kangana Ku bathila nithya Menon pota Nala irukom,Positive
Paga Paga  Paga Paga  Baga Baga Paga Paga  Baga Baga Baga...Paga Paga Paga,Negative
காஞ்சிபுரம் சார்பாக திரைப்படம் மாபெரும் வெற்றி பெற வாழ்த்துக்கள்,Positive
Kavalamana irru ku eppavumay orray mathiri intro,unknown_state
Vara yaruna act panna nalla irukkum,Positive
Bangam   Kandipa first day theater poidanum   Last thalaiver senjitanga 🤣,Mixed_feelings
Screenplay vera level laaa iruku.... Waiting to saw ..,Negative
intha mathiri moviekaga ivlo naal ah wait pannunom  chidambaram vanniyar singangal  saarpaga,Positive
பெண் பிள்ளைகளை பெற்ற என்போன்ற பெற்றோர்களின் கனவு படம்...  மாபெரும் வெற்றிபெற வாழ்த்துக்கள்...,Positive
Sri mahalakxmi   tealugu movie  full movie  dibieng,Negative
I am Thalapathy Fan .. Asuran,Positive
Padam yepdi irundhalum paravala.... Climax la namamala ala veika koodadhu... Innoru aruvi ya heart thaangadhu,Positive
"Jai Thala Ajith, andra Ajith fan",Positive
I miss you ishwarya rai madam,Mixed_feelings
"இந்த ட்ரைலர் புடிக்காம dislike போற்றவங்கிய யாருலாம்னா... நாடக காதல் பண்ணவனும்.., நாடக காதல் பண்ணபோறவனும்..,நாடக காதல் பனிட்டுஇருபவனும்தான் இந்த ட்ரைலர் புடிக்காம dislike பன்னுவாங்கிய.., நாடக காதல் கூ***ரொம்ப நாள் என் மனதில் இருந்து வெளில சொல்ல ஆதங்கப்பட்டத அப்பிடியே பாக்கிறேன் திரௌபதி டைரக்டர் @மோகன் உங்களுக்கு என்னுடைய மனசார மனமார்ந்த நன்றி",Mixed_feelings
"ajith indha madire dance , fight la pana solunga pana Mata yenna avanku  Adha la varadhu",Mixed_feelings
Semma Trailer... Mass Trailer... Suriya Sirah Oru Puthusa Paakra Maari Irukku... Marana Waiting for the Film... BGM Semma #U1 Mass pathi sollanuma,Positive
padam semaiya iruka pogudhu with selvaraghavan and yuvan along with surya's toughness.,unknown_state
Cinema oda niruthiru pa rajini arasiyal pakam vandhu asinga patradha.,Negative
Yuvan haters  kallu uppu  eduthuttu varisayil varavum  Yuvaniyans waiting Thaaa puthasalum puthayala varuvanda,unknown_state
Petta 5days 17m views viswasam 3 days 18 m views,unknown_state
Super Anna love you N G K,Positive
Intha music bathil ah Vera ah irundhu irundha semaiya ah irundhu irukum,Positive
Thoothukudi dist yadav sarbaga win panna vazhthukkal,Positive
Oru sila peraala paavam ottu moththa thirunangaigalum asinga paduraanga paavam...,Mixed_feelings
thalaivaa vetri endra sollai neengal vittu vachathillai........... engalukku periya treat..... i am  waiting,Positive
Enna teaser sema sema sema sema sema mass thaiva eppa unna screen la pakka poren teasere ippadinna padam vera level auguet varaikum wait pannanuma seekiram vidunga kaapan team,Positive
Logesh ah nambalam.....nammala (thalapathy 64) yaematha maataru ninaikira.....,Positive
ஏன் வெளி பொண்ணுங்கள கல்யாண பண்ணினால் தான் ஜாதி ஒழியும் என்ன ஏன் சக்கிலி வீட்டு  பொண்ண கல்யாணம் பண்ணா என்ன ஜாதி  ஒழியாத என்ன,Positive
Yeh pink movie ki remake hai .,Positive
super vijay anna superoooooooooooooooo! super MY BRO,Positive
After Asuran it will Hit And suriya kitta ipdi scripr mattuna gethu kattuvaru nu ninaikuravanga like podunga,Negative
Enga thala ya inum konjo chinna vayasu ah kamichirukalam... bt i luv u thalaaaa forever 🥰...,Positive
kerala suriya fans like  here,unknown_state
"Sai Pallavi, rakul preet singh super girls",Positive
U1 BGM Vera leavel solravanga like podunga,unknown_state
அஜித் மற்றும் விஜய் இவர்களில் யாருக்கு அதிக ரசிகர்கள் பாருங்கள் Click  use chrome app,Positive
semmmaaaa thalaivaaaa karthick sbburaj meratal waiting fot petta parak,Mixed_feelings
"நான் வன்னியனுமில்லை, தேவருமில்லை,, ஆனால் இந்த நாடகக்காதலுக்கு முழுவதும் முற்றுப்புள்ளி வைக்க விரும்பும் சராசரியானவன்.. திராவிட பாஷையில் சொல்ல வேண்டுமெனில் பாப்பான்...  ஆனால் தற்போது உள்ள காலகட்டத்தில் இந்த நாடக காதலுக்காக கொடி பிடிக்கும் அத்தனை நாதேரிங்களுக்கும் இத்திரைப்படம் ஒரு சவுக்கடி மட்டுமல்ல, தரமாண செருப்படி.. இத்திரைப்படத்தை தைரியமாக எடுத்துள்ள இயக்குநருக்கு  வாழ்த்துக்கள்",Positive
Football padama ille pei padama ??,Mixed_feelings
97k likes ah paths arpmum inum yepadi da thimira pesaringa,Mixed_feelings
Marana mass surya anna  sema teaser waiting for kaappaan,Positive
8millon views mass thalaaa  #NEVER EVER GIVEUP,Positive
Padam  vera level la irukkum pola,Positive
INAM MATTRUM JAADHI VERI KAAMA VERI VEEDA AABATHAANADHU,unknown_state
Marana maasssssss thalivaaa Nee vaa thaliva,Positive
படம் மிக பெரிய வெற்றி அடைய வாழ்த்துக்கள் முத்தரையன்டா,Positive
chiyan vikram I and Aprichit movie fans like 🤘🤘,Positive
wow semma  marrana bayum unndaakum oru  nimisamum oru  nodigalum  sedhikiya ajith sir   semma fever vivegam superb thriller,Positive
No words thalaaaaaaaa Marana mass trailer tala,Positive
Jayamravi : chinna vayasula Nama oru yeri la kulipom la anga polam.. yogi babu: adhu Mela thanda evlo neram nadandhunu erukom..sema da dai..,unknown_state
"தமிழ்நாட்டுல பறையன் தாழ்ந்தவன்.....இந்தியாவில் தமிழன் தாழ்ந்தவன்.......உலக அரங்கில் இந்தியன் தாழ்ந்தவன்........ அவளோ தா bro....... இப்படிக்கு, நீங்கள் கூறும் உயர் சமுகத்தை சேர்ந்த நான்....... மேலும் என் சமூகம் என்னவென்று தெரிய வேண்டும் என்றால்?",unknown_state
Are u virgin ngrathu mass dialogue ahm...ennada unga akkaporukku alave illa...,Mixed_feelings
எங்கள் அண்ணன் உதயநிதி ஸ்டாலின் வாழ்த்துக்கள்,Positive
selvaragavan da.....13k dislikers um thooku maatitu savungada,unknown_state
THALA        THALA DHAAN DAA....,Positive
Padipa Mattum Namma Kitta irunthu eduthukave mudiyathu,Positive
Vijay fansinee naanam keduthaan kuree avanmaar,Negative
Kaithi  Bigil,unknown_state
Padam vera level dhanush vettri brilliant must watch,Positive
epadi na ungala matum ipadi great na....mass therika poguthu..I AM WAITING,Positive
20 வருடத்துல உலகம் அழிச்ச பிறகு எந்த சாதி இருக்குமோ அந்த சாதி காரன் யாராவது இருக்கீங்க லா ப்ளீஸ் லைக்?????,unknown_state
Trailer la irukra arasiyal movie la ilaama poiruthu,unknown_state
marana maaaaas Trailer ah ipdinaa Movie pataya kalapidum waiting for Thala movie,Positive
Ellam nalla irunthuchu athuenna mersalpadatha paathu unaku sirippu punda,Mixed_feelings
YSR bgm king. Surya sir veraleval,Positive
தேவர் மகன் சார்பாக இந்தப் படம் வெற்றிப்படமாக வாழ்த்துக்கள்,Positive
You will see my rage... Thala takkaru doi,Positive
Different ana making ah iruku... onume puriyakudathunu edit pannirukanga... But oru seirous ana flimah irukum kandipa athuku aruvithan sample...,Positive
Paakka thane poringa intha kaali yoda aattatha.... ketta paiyan sir intha kaali,Positive
எங்க பசங்க எல்லோரையும் படத்துக்கு கூட்டிட்டு போக போறேன் ... இந்த மாறி படம் நெறய வர வாழ்த்துக்கள் மோகன் அண்ணா .... 🤙🤟 Watsapp status vachita ...,Positive
superb man i dont know why i love vijay,Positive
TODAY WE WILL REACH 10.3M VIEWS AND 242K LIKES,unknown_state
Get ready 90's kids.. nalla treat iruku pola,Positive
Teaser super ana BGM sari ella,unknown_state
Telugu Thailavar fans hit like button superstar,Positive
Srk khan movie zero best tairlor,Positive
Wtf did I just see 🤣🤣🤣 so fuckin Stupid!!,Negative
Therinja ethiriya vida theriyatha edhiriku than allu athigama irukanum..             12M views :-) #THALAPTHY SWAG,Mixed_feelings
Kadysi dialogue  avar fans aa keta mathiri iruku.,Positive
மணிரத்னம் என்றாலே எதிர்பார்ப்புத்தான்.  வெற்றி பெறும்,Positive
"Deepawali kala katta pothu, bigil, kaithi, sanga thamizhan",Positive
Jayam Ravi ku opposite a pesuravangalukku mukkiya shethi  Poi pillaingala PADIkka vaikappa,Mixed_feelings
Yenna Prime Minister Peru Surendra Lodi ya??,unknown_state
thalivaaaaaaaaaaaaaaaaaaaaaa super Cant wait plzzzz realse fast umaaaaaaaaaaaaaaaaaaaaaaaaaaaaa thaliva,Positive
"பரியேறும் பெருமாள், அசுரன் போன்ற திரைப்படங்கள் வந்தபோது யாரும் ஜாதி படமாக பார்க்கவில்லை (இன்று பார்க்க வைத்து விட்டார்கள் என்பது வேறு விஷயம்) அதில் படைப்பாளிகள் திறமையை மட்டுமே பார்த்தோம்...அதேபோல்  பா.ரஞ்சித்தின் திரைப்படங்களிலும் பெரிதாக குறை ஒன்றும் இல்லை ஆனால் அவர் மேடைகளிலும், பேட்டிகளிலும் பேசுவது அநாகரீகத்தின் உச்சம்...இப்போது திரெளபதி திரைப்படத்தின் 2 நிமிட டிரைலர் மட்டுமே வெளியாகி உள்ளது...அதற்கு ஏன் இவ்வளவு எதிர்ப்பு? உங்களுக்கு உங்கள் ஜாதியின் பிரச்சினைகளை பேச இருக்கும் உரிமை மோகன் அவர்களுக்கு அவர் ஜாதியின் பிரச்சினைகளை பேச உரிமை இல்லையா?",Mixed_feelings
Kattaya vachi car ye kavutthitiye thalivaaaaa..,Positive
yaralla court scene ku marana waiting,Positive
Mass thalaivaaaaaa  nee vera level thalaivaaaaaa,Positive
28 min la 97k likes ah patha arpmum inum yepadi da thimira pesaringa,Mixed_feelings
Epo padam release aagum    I am waiting....,Mixed_feelings
இந்த படம் வெற்றி பெற வாழ்த்துக்கள்.... ஆனால்  எதுக்கு சாதி பெயர் வாழ்த்துக்கள் சொல்டிரிங்க.......(விழுப்புரம் மாவட்டம்..... ),Positive
458k likes 10m views 24k comment  Record hit like here???,unknown_state
2 part  irukku oru  valiya suspense venum illa,Positive
always vj gethu i am waiting my darling Vijay,Positive
Put 2.0 movie in 3d on Feb 3 in telugu,Positive
நாங்கள் வீடு பால் காய்ச்சும் போது கூட இப்படி தான் செய்தார்கள்,unknown_state
Final dialogue  for both Thala & Thalapathy fans ku solirukaru pola...,Mixed_feelings
படிக்காதது உன் தப்பு........ அத விட்டுட்டு பார்பனன் ஒழிக ன்னா அவன் என்ன பன்னுவான்.....,Mixed_feelings
ஏம்மா திருநங்கைகளா இது உங்களுக்கே நியாயமா படுதா?,Mixed_feelings
Hip hop thamizha  jayam ravi fans,Positive
"Rajini super ,simran cute ,vj mass",Positive
Confirm 3D.....  From malaysia.......  Kabali epdi FDFS ohhh..... Kaala epdi FDFS ohhhh ....Adhe thandaaaa 2.0,Positive
0:44 to 1:30 villathanamana music ahh irrku.... J ithula nallavala ketavala?,unknown_state
Enaku rendu padathuku trailer paatha Mari iruku,Positive
Keka bekka short film bitu copy pa 1:21 enada apditye andha short film ah eduthu vachurukinga,Negative
Thala & Yuvan sendhaale massdaaaa...,Positive
Megha akash nadicha padam enpt thavara ellame release aaguthu inum enpt matum kanom epa than da varum🤨🤨🤨🤨,unknown_state
Varla varla varalam vaaa bhairava... sooooooooperrrrrrrr,Positive
"santhanam Anna Mass masla movie ., str Anna fans",Positive
யதுகுல சந்திரவம்ச சத்ரிய யாதவ இனம் சார்பில் படம் வெற்றி பெற வாழ்த்துக்கள்.,Positive
திரௌபதி🤔தமிழ் திரைப்படம் 2020ஆம் ஆண்டின் வரலாறு காணாத அளவுக்கு வெற்றி திரைப்படம்,Positive
Padam flop nu solaravnga attendance podunga..,unknown_state
Hi vijay Anna  Bairava teaser  super,Positive
Finally rajini ya kindal panitanunga haha,unknown_state
Unna Yaru Da Mersal First Look Packa Sonna,Mixed_feelings
kabali record ah break pannum bairava record. Eppa break pannumnu sollanuma....,Positive
C/o kancharapallam tamil version haa,unknown_state
Hindu Vera Saiva Mudaliyar sarvaka valthukal,Positive
That 700+ dislikes 2 k kids or Rajini fans,unknown_state
Wow..pls do movie like this..dont go for movie like kaala or kabali ..,Positive
"varlaam, varlaam va varlaam va bairavaaa.... sema masss",Positive
தாடி இல்லாத பிரபுதேவா பார்த்து பல வருசமாச்சு இப்போதான் பாக்குறேன்,Positive
Vadivelu styla sollanumna Engada inga iruntha phona kaanom,Positive
ஏய்... யார ஏமாற்ற பார்க்குற இது 96 கலக்கல் சின்ன வயசுல ஒரு ஏரில குளிப்போம் அல்ல. சூப்பர் சிந்தனை டாக்டரின் மனைவியை பார்க்கும் இடம் மாஸ்,unknown_state
Rakul & Sai Pallavi My Combo,Positive
அடேய்...படிச்சு முன்னேறு னு அம்பேத்கர் சொன்னாரு டா...  மேல்.சாதி பொண்ணு கூட படு***ட்டு முன்னேறு னு உங்க காதுல விழுந்திருச்சு போல...  அதான் புத்தகத்தை தூக்கி எறிந்து.. பொம்பளப்புள்ள பின்னாடி சுற்றும் கூட்டம்.  சும்மாவா சொன்னான்..  கீழ்மக்கள் கீழ்மக்களே...  த்தூ  #திரௌபதி,Negative
"மண்ணு பொண்ணு ரெண்டும் முக்கியம் ,எதை தொட்டாலும் வெட்டுவேன் , வசனம் super",unknown_state
Kuruma pondra boyskku ongalukku vantha ratho goyala yengalukku vantha thakkale satniya da  oru oru puillaum pakka veandiya pado,unknown_state
Thala rasigargal sarbaage thalapathy ku engal vazthukal  #MalaysianThalaFan,Positive
Johnwick aavadhu mayiravadhu.... Inga paarunga ya namma thalaivan ah...,Positive
Looks like aadukalam interval cock fight  theme music 🤔,Positive
6 la irunthu 60 vara RAJINI RAJIAYAM.....,Positive
Movie vera level தான் like kgf,Positive
movie nadikiradhuku theramai thevai illai kaasu irundha podhum (example : aksarahasan ),Negative
BEAT VISVASAM IN VIEWS COME  BE TOGETHER  TAKE 20MILLION VIEWS,unknown_state
Vera Level AK VA Pakka porom  Waiting,Positive
Sexyyyyyyyyy trailer i ever watchedddd lub u ilayathalapathyyyyy,Positive
Simbu enna da paathi than katti irukkanga,unknown_state
"Who r waiting trailer in kannada any kannadiga hit like.......jai karnataka,tamil nadu",Positive
U1 tharamana sambavam aug 10 apa papinga,Positive
ஒத்த படம் தமிழ்சமூகத்தையே ஒன்று சேர்த்து இருக்கு வாழ்த்துக்கள் பட குழுவிற்க்கு...,Positive
Surya    Luv u Thalaivaaaaa,Positive
THALA ellame masss just waiting for ur film mass .dislike panravangaluku ellam koncham kuda rasanaye illa. THALA always liked by all,Positive
Ngk kaappan rendu teser um vera level la iruku,Positive
Theatre ulla poi movie parkura varaikum paartha piragum kooda trailer paarkuratha niruthatheenga,Positive
Trailer semma nu nenaikuravanghha like-uh mattum podunga,unknown_state
உங்களை தான் இத்தனை நாள் தேடிக் காெண்டிருந்தாேம். வேளாளர் இன சார்பில் வாழ்த்துக்கள்,Positive
ஒவ்வொருவரின் மனக்குமுரல்களையும் இங்கே காணமுடிகிறது பெண்கள் நிச்சயம் பார்க்கவேண்டும்.......,Positive
Lokesh kanagaraj on  Karthi  Eagerly wi8ing 4r கைதி....,Positive
Pink Trailer 69K likes Ner Konda parvai Trailer 560K likes,Positive
திருப்பூர் கொங்கு வேளாளர் கௌண்டர்கள் சார்பாக படம் வெற்றி அடைய வாழ்த்துக்கள்,Positive
Thala bloods hit a like,Positive
"சிறப்பான தரமான சம்பவத்தை இனிமேல் தான் பார்க்க போரிங்க...,",Positive
ennoda thalaivan movie trailer  sema............,Positive
sweet sapda porom vera evan soli irundalum ivlo mass ah irundirukaadhu.. the name is SUPER STAR,Positive
Lady SUPERSTAR KajaL AggarwaL vaalga,Positive
film la  k tha 1 time pakkalam .... etho arasiyal la ulllkuthu vacha mari irukey boss villan  PK va illa ???????hahaha,Mixed_feelings
"இந்த மாதிரி நாடக காதலை நாம் ஆதரிக்க கூடாது, பொள்ளாச்சி காதல் போல் பரிசுத்த காதல் தான் செய்ய வேண்டும்.",Mixed_feelings
my dear tala i love u so much dear unnaku oru girl  fan ah iruka romba perumai padren .....una enthalau pidikum na varthaye illa dear .....best actor to tmil dear unna mari oruthara na marage panna romba asi dear ....lots of love dear......,Positive
"இங்கே திரௌபதி ட்ரைலரைப் பார்த்து விட்டு, நிச்சயமாக நான், திரைப்படத்தை திரையரங்குகளில் தான் பார்ப்போம் என்று சொல்வார்கள் யார்? யார்?.",unknown_state
Hindi serial mari iruku,Positive
Ivan vera siripu ivanuku oru loosu followers vera,Negative
Vayasanalum unn azhakum styleum appidiya irikke,Positive
Ajith Kumar & Yuvan Shankar Raja Combo Sirappana Tharamana Vetri,Positive
Vanakkam da Mapla. YouTube la irunthu.  dr Vijay unakku thanda.  Climax mattum correct ah shoot pannu. Illana vayilaye vettuvanga.,unknown_state
Wru neeyar nayanu enno da ethurla irukurayunga mudiyu panuvanga,Negative
super sankar sir waiting for 29,Positive
she doesnt look like jayalalitha but her niece deepa🤣🤣,Positive
Vetrimaran vazhthukkal arumayana film my tamil industry vera level poitu eruku,Positive
Why your roads side in your duty go your home poblic டிஸ்டபன்ஸ்,unknown_state
Danush + vetrimaaran = super hit movie,Positive
என் தலைவன பாக்க 100 வினாடிகள் wait பண்ண வச்சுடீங்களேப்பா..!  #rasool,unknown_state
Udhayanidhi stalin pundamavanuku nadippum varla oru mayirum varla,Negative
Yaarukulam trailer suthama puriyalayo like panunga,unknown_state
Variety Trailer ... I like it,Positive
Dai athukuda entha mari movie adukuringa girls safety mukkiyam tha ana athukunu jathiya kaaty epdi pannathinga,Negative
போராடுவது தப்புனா போராடுற சூழ்நிலை உருவாக்கிறது தப்புதானே.......,unknown_state
Ithu keke pekka short flim mari iruku,unknown_state
550 k likes... #kaapan from Tomorrow,unknown_state
"சக்கிலியர் சமுதாய இளைஞர்கள் சார்பாக, திரௌபதி #பாடம்  மாபெரும் வெற்றியடைய வாழ்த்துக்கள் #isupportthirowpathi",Positive
இராமநாதபுரம் மாவட்டம யாதவர்கள் சார்பாக படம் வெற்றி பெற வாழ்த்துக்கள்,Positive
Ayyyyyyyyyo movie semma  kandippa periya maaaaaaaaass hittttttttu,Positive
Vilan voice gethu adhunala padum paathi hituuu,Positive
Rajini fans comment. Neutral fans like.,unknown_state
Petta Trailer (24 Hrs) - Views - 10.2 million views Likes - 546k likes,unknown_state
vijayna super gethu mass ellam tamilanda,Positive
Ayan madhiri idhuvum cnfrm oru milestone dhan,Positive
Iswarya Menon,unknown_state
"உண்மை சொன்னா சாதி வெறினு சொன்னா,சாதி வெறிதாண்டானு கெத்தா சொல்லுவண்டா தேவர் சமூகத்தினர் சார்பாக வாழ்த்துக்கள்",Positive
Eenda keezh jaadhi pasangadhan appadi irukkangannu thappa vimarsanam seiyadhinga da Ella jaadhi pasangalum nalla pasanga dhan een  MBC paiyan BC ponna eamaththalaya periya arivali madhiri padam eduththutta makkal pirinjiduvangala indha padam edutha naaya seruppala adikkanum,Negative
Bigil kuda motha thayar pola   alu,Negative
enna pola daily nkp trailer paarkura angaali pangaali ellaam oru like podunga,Positive
Po da  thevidiyaa paiya,Negative
itna ghatiya hai trailar lag raha hai  ko tv serial dekh rahe hai thu hai aise trailar par,Negative
"இதை கண்டுகொள்ளாமல் விட்டதன் விளைவு தான் இப்போது திருமணம், புதுவீடு புகுவிழா போன்ற சுப வைபவங்கள் வரை வந்து விட்டார்கள்",Negative
Ungalukku mattum yepdithaan different movie script kadikitho semma pa,Positive
Ena da full ah malayalam comment ah ve irku,Negative
மோகன் அண்ணா நான்உங்களின்  மிகப்பெரிய ரசிகன்,Positive
"Adeigala, neenga vechi kalaaichadhu Vijay ah.. sari sanda vanthudakoodadhu nu Ajith scene kum light ah siricha.. correct ah ?",unknown_state
